Age,Profession,Sex,Province,S_Occasion,S_Frequency,S_Screentime,S_Time(weekday),S_Time(weekend),S_Usage(festival),S_Influence,C_Frequency,C_Favorite,C_BestBrand,C_Occasion,C_Fresh_Taste,C_Intense,C_Smooth,C_Acidic,C_Aroma,C_Alert,C_Origin,C_Portable,C_Value,C_Nutrition,C_Brand_Trust,C_Premium_Look,T_Occasion,T_Frequency,T_Favorite,T_Reason,T_Trial,T_Channel,T_Aroma,T_Intense,T_No_Sugar,T_Zero_Cal,T_Nutrition,T_Origin,T_Brew_Method,T_Portable,T_Brand_Trust,T_Premium_Look,Cluster_ID
18-22ปี,นักเรียน,ไม่ระบุ,กรุงเทพมหานคร,Instagram,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Newcafe,ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน,5.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,"ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",ชาแก้วขายตามร้าน เช่น Kamu,เพราะว่าทำสดรสชาติและกลิ่นจะชัดกว่า ละมุนกว่า,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นคนรีวิวเยอะ",ซื้อจากร้านสะดวกซื้อ เช่น 7-11,5.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,ชอบทั้งกาแฟและชา
40-49ปี,พนักงานบริษัทเอกชน,หญิง,นนทบุรี,LINE,ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"สื่อ ณ จุดขาย, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แอปพลิเคชั่นแชท/ส่งเมสเสจ เช่น LINE, Facebook Messenger",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Best,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มระหว่างเดินทาง/ขับรถ, ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้",4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ, ดื่มระหว่างเดินทาง/ขับรถ","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",สะดวก หาซื้อง่าย,"ลองเลย ชอบลองของออกใหม่อยู่แล้ว, ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้ามีสินค้ามาแจก (Product Sampling)","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,ชอบทั้งกาแฟและชา
40-49ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Facebook,ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้น้อยกว่าปกติ,"โทรทัศน์, บิลบอร์ด/ป้ายโฆษณา, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",กาแฟผงสำเร็จรูป,กาแฟผงสำเร็จรูป,SCC,ดื่มระหว่างเดินทาง/ขับรถ,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,ดื่มระหว่างเดินทาง/ขับรถ,"ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",ชอบชาร้อนใส่นมแบบอังกฤษ,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ",ซื้อจากร้านสะดวกซื้อ เช่น 7-11,4.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,ชอบทั้งกาแฟและชา
23-29ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,"บิลบอร์ด/ป้ายโฆษณา, รถเมล์/รถไฟฟ้า, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ลอง,ไม่ซื้อชา ready to drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ชอบกาแฟ
30-39ปี,ข้าราชการ,ชาย,กรุงเทพมหานคร,Facebook,ทุกวัน,มากกว่า 6 ชม./วัน,18.00-21.59น.,9.00-17.59น.,ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, เว็บไซต์, แอปพลิเคชั่นแชท/ส่งเมสเสจ เช่น LINE, Facebook Messenger",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,High Coffee,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างเดินทาง/ขับรถ",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ, ดื่มหลังออกกำลังกาย, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล, ดื่มระหว่างเดินทาง/ขับรถ",ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,ความสดใหม่,"ลองเลย ชอบลองของออกใหม่อยู่แล้ว, ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ, ลองถ้าเห็นคนรีวิวเยอะ, ลองถ้ามีสินค้ามาแจก (Product Sampling)","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากช่องทางออนไลน์​ เช่น Shopee, ซื้อจากเพจของแบรนด์นั้นๆ, ซื้อจากร้านโชว์ห่วย/ร้านชำ",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,ชอบทั้งกาแฟและชา
30-39ปี,พนักงานบริษัทเอกชน,หญิง,เชียงใหม่,LINE,ทุกวัน,3-4 ชม./วัน,18.00-21.59น.,18.00-21.59น.,ใช้มากกว่าปกติ,"สื่อ ณ จุดขาย, ช่องทางใดก็ได้ แต่มาจากคนรีวิวหรือ influencer",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า,"ชงเอง เช่น ผงชา, ใบชา, ถุงชา",ชาแก้วขายตามร้าน เช่น Kamu,บางร้านทำได้อร่อยกว่าชงเอง,ลองถ้าเห็นคนรีวิวเยอะ,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากช่องทางออนไลน์​ เช่น Shopee, ซื้อจากเพจของแบรนด์นั้นๆ",5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,ชอบชา
23-29ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Twitter,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้น้อยกว่าปกติ,"สื่อ ณ จุดขาย, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,4.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,5.0,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างเดินทาง/ขับรถ, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก, ดื่มให้ไม่ง่วงในคืนอ่านหนังสือสอบ, ดื่มก่อนไปปาร์ตี้กับเพื่อน","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",น่าเชื่อถือ หอม,ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากร้านโชว์ห่วย/ร้านชำ",5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,ชอบทั้งกาแฟและชา
50ปี ขึ้นไป,พนักงานบริษัทเอกชน,หญิง,สมุทรปราการ,LINE,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"โทรทัศน์, สื่อ ณ จุดขาย",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,"ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ, ดื่มระหว่างเดินทาง/ขับรถ","ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",ความสดใหม่,ลองถ้าเห็นโฆษณาน่าสนใจ,ซื้อจากร้านสะดวกซื้อ เช่น 7-11,5.0,3.0,3.0,2.0,5.0,3.0,3.0,5.0,5.0,5.0,ชอบทั้งกาแฟและชา
40-49ปี,ฟรีแลนซ์/อาชีพอิสระ,หญิง,กรุงเทพมหานคร,LINE,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,"18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,"โทรทัศน์, บิลบอร์ด/ป้ายโฆษณา",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,5.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ลอง,ไม่ซื้อชา ready to drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ชอบกาแฟ
23-29ปี,นักศึกษา,หญิง,ขอนแก่น,LINE,3-4 ครั้ง/อาทิตย์,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,"บิลบอร์ด/ป้ายโฆษณา, โรงภาพยนตร์, รถเมล์/รถไฟฟ้า, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างเดินทาง/ขับรถ, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก, ดื่มให้ไม่ง่วงในคืนอ่านหนังสือสอบ","ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",ชงตามใจ,ไม่ลอง,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",3.0,4.0,5.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,ชอบชา
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ทุกวัน,5-6 ชม./วัน,"9.00-17.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น.",ใช้น้อยกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",แคปซูลกาแฟ,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม,ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,อร่อย,ลองถ้าเห็นคนรีวิวเยอะ,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากเพจของแบรนด์นั้นๆ",3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,ชอบทั้งกาแฟและชา
18-22ปี,นักเรียน,หญิง,กรุงเทพมหานคร,Instagram,ทุกวัน,5-6 ชม./วัน,18.00-21.59น.,"9.00-17.59น., 18.00-21.59น.",ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล",ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,ชาแต่ละร้านไม่เหมือนกัน,ลองเลย ชอบลองของออกใหม่อยู่แล้ว,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",5.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,ชอบชา
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,LINE,ทุกวัน,มากกว่า 6 ชม./วัน,18.00-21.59น.,18.00-21.59น.,ใช้เท่าเดิม,โทรทัศน์,ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มระหว่างเดินทาง/ขับรถ","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",รสชาด คงที่,"ลองเลย ชอบลองของออกใหม่อยู่แล้ว, ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากร้านโชว์ห่วย/ร้านชำ",4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,ชอบชา
23-29ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Twitter,ทุกวัน,มากกว่า 6 ชม./วัน,05.00-8.59น.,05.00-8.59น.,ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม",ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,ชอบดื่มชานม,ลองเลย ชอบลองของออกใหม่อยู่แล้ว,ซื้อจากร้านสะดวกซื้อ เช่น 7-11,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,ชอบชา
18-22ปี,นักศึกษา,หญิง,กรุงเทพมหานคร,TikTok,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",สะดวกแล้วก็อร่อยไม่ต้องรอคิว,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ, ลองถ้าเห็นคนรีวิวเยอะ","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากร้านโชว์ห่วย/ร้านชำ",5.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,2.0,ชอบชา
30-39ปี,ข้าราชการ,ชาย,เชียงใหม่,Facebook,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า,"ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",ชาแก้วขายตามร้าน เช่น Kamu,ชาที่ร้านมีให้เลือกหลากหลาย,ลองถ้าเห็นโฆษณาน่าสนใจ,ซื้อจากร้านสะดวกซื้อ เช่น 7-11,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,ชอบชา
18-22ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Twitter,ทุกวัน,5-6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า,ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,"อร่อย,สะดวก","ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นคนรีวิวเยอะ, ลองถ้ามีสินค้ามาแจก (Product Sampling)","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,ชอบชา
18-22ปี,นักศึกษา,หญิง,กรุงเทพมหานคร,Twitter,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, เว็บไซต์",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Arabic,ดื่มให้ตื่นตัวในตอนเช้า,2.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล, ดื่มระหว่างเดินทาง/ขับรถ, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก, ดื่มให้ไม่ง่วงในคืนอ่านหนังสือสอบ","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",หอมเป็นเอกลักษณ์ + มีความหลากหลายทั้งดอกไม้ ผลไม้ ชาแต่ละชนิด เลือกตามความชอบตามอารมณ์ และบรรยากาศได้ ไม่ใส่น้ำตาลก็อร่อยไม่ต้องห่วงเรื่องการบริโภคน้ำตาล,"ลองเลย ชอบลองของออกใหม่อยู่แล้ว, ลองถ้าเห็นโฆษณาน่าสนใจ, ลองถ้าเห็นคนรีวิวเยอะ","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากช่องทางออนไลน์​ เช่น Shopee, ซื้อจากร้านโชว์ห่วย/ร้านชำ",5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,ชอบทั้งกาแฟและชา
40-49ปี,ฟรีแลนซ์/อาชีพอิสระ,หญิง,กรุงเทพมหานคร,Instagram,ทุกวัน,5-6 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",กาแฟผงสำเร็จรูป,กาแฟสดคั่วบด,Best,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,5.0,4.0,4.0,1.0,5.0,1.0,3.0,4.0,1.0,3.0,4.0,4.0,"ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",ชาแก้วขายตามร้าน เช่น Kamu,ชงใหม่วันต่อวัน,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",5.0,5.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,ชอบทั้งกาแฟและชา
30-39ปี,พนักงานมหาวิทยาลัย,หญิง,เชียงใหม่,LINE,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,22.01-4.59น.,ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มระหว่างเดินทาง/ขับรถ",ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,ได้รสตามที่ต้องการ,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ, ลองถ้าเห็นคนรีวิวเยอะ","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,ชอบชา
